b'Wangerooge',b'Germany',AGE,EDWG,
b'Abu Rudeis',b'Egypt',AUE,,
b'Saint Anne',b'Guernsey',ACI,EGJA,
b'Aberdeen',b'United Kingdom',ABZ,EGPD,
b'St. Andrews',b'United Kingdom',ADX,EGQL,
b'Andover',b'United Kingdom',ADV,EGWA,
b'Huntingdon',b'United Kingdom',AYH,EGWZ,
b'Amsterdam',b'Netherlands',AMS,EHAM,
b'Aarhus',b'Denmark',AAR,EKAH,
b'Aalborg',b'Denmark',AAL,EKYT,
b'\xc3\x85lesund',b'Norway',AES,ENAL,
b'Andenes',b'Norway',ANX,ENAN,
b'Alta',b'Norway',ALF,ENAT,
b'Arvidsjaur',b'Sweden',AJR,ESNX,
b'Stockholm',b'Sweden',ARN,ESSA,
b'\xc3\x84ngelholm',b'Sweden',AGH,ESTA,
b'Alexander Bay',b'South Africa',ALJ,FAAB,
b'Aggeneys',b'South Africa',AGZ,FAAG,
b'Alldays',b'South Africa',ADY,FAAL,
b'Malamala',b'South Africa',AAM,FAMD,
b'Port Alfred',b'South Africa',AFD,FAPA,
b'Zanaga',b'Congo (Brazzaville)',ANJ,FCBZ,
b'Yalinga',b'Central African Republic',AIG,FEFY,
b'Ascension Island',b'Saint Helena',ASI,FHAW,
b'Ouani',b'Comoros',AJN,FMCV,
b'Antsirabe',b'Madagascar',ATJ,FMME,
b'',b'Madagascar',AMB,FMNE,
b'',b'Madagascar',ANM,FMNH,
b'Ampanihy',b'Madagascar',AMP,FMSY,
b'Ambriz',b'Angola',AZZ,FNAM,
b'Angoche',b'Mozambique',ANO,FQAG,
b'Nampula',b'Mozambique',APL,FQNP,
b'',b'Chad',AEH,FTTC,
b'Ati',b'Chad',ATV,FTTI,
b'Am Timan',b'Chad',AMC,FTTN,
b'Mao',b'Chad',AMO,FTTU,
b'Arandis',b'Namibia',ADI,FYAR,
b'Akieni',b'Gabon',AKE,,
b'Lanzarote Island',b'Spain',ACE,GCRR,
b'Agadir',b'Morocco',AGA,GMAD,
b'Al Hoceima',b'Morocco',AHU,GMTA,
b'Aioun El Atrouss',b'Mauritania',AEO,GQNA,
b'Akjoujt',b'Mauritania',AJJ,GQNJ,
b'Atar',b'Mauritania',ATR,GQPA,
b'Addis Ababa',b'Ethiopia',ADD,HAAB,
b'',b'Ethiopia',AMH,HAAM,
b'',b'Ethiopia',AXU,HAAX,
b'Kabri Dehar',b'Ethiopia',ABK,HAKD,
b'Awassa',b'Ethiopia',AWA,HALA,
b'Asosa',b'Ethiopia',ASO,HASO,
b'Alula',b'Somalia',ALU,HCMA,
b'Ali-Sabieh',b'Djibouti',AII,HDAS,
b'El Arish',b'Egypt',AAC,HEAR,
b'Assiut',b'Egypt',ATZ,HEAT,
b'Alexandria',b'Egypt',ALY,HEAX,
b'Abu Simbel',b'Egypt',ABS,HEBL,
b'Aswan',b'Egypt',ASW,HESN,
b'Asmara',b'Eritrea',ASM,HHAS,
b'Asab',b'Eritrea',ASA,HHSB,
b'Amboseli National Park',b'Kenya',ASV,HKAM,
b'Kufra',b'Libya',AKF,HLKF,
b'Atbara',b'Sudan',ATB,HSAT,
b'Arusha',b'Tanzania',ARK,HTAR,
b'Apalapsili',b'Indonesia',AAS,,
b'Anggi-Papua Island',b'Indonesia',AGD,,
b'Astraksetra-Sumatra Island',b'Indonesia',AKQ,,
b'Ayawasi-Papua Island',b'Indonesia',AYW,,
b'Durango',b'United States',AMK,,K00C
b'Ardmore',b'United States',AHD,,
b'Arapahoe',b'United States',AHF,,
b'Antlers',b'United States',ATE,,K80F
b'Austin',b'United States',ASQ,KTMT,
b'Apalachicola',b'United States',AAF,KAAF,
b'Allentown',b'United States',ABE,KABE,
b'Abilene',b'United States',ABI,KABI,
b'Albuquerque',b'United States',ABQ,KABQ,
b'Aberdeen',b'United States',ABR,KABR,
b'Albany',b'United States',ABY,KABY,
b'Bellaire',b'United States',ACB,KACB,
b'Nantucket',b'United States',ACK,KACK,
b'Waco',b'United States',ACT,KACT,
b'Arcata/Eureka',b'United States',ACV,KACV,
b'Atlantic City',b'United States',ACY,KACY,
b'Adrian',b'United States',ADG,KADG,
b'Ada',b'United States',ADT,KADH,
b'Ardmore',b'United States',ADM,KADM,
b'Dallas',b'United States',ADS,KADS,
b'Camp Springs',b'United States',ADW,KADW,
b'Albert Lea',b'United States',AEL,KAEL,
b'Alexandria',b'United States',AEX,KAEX,
b'Colorado Springs',b'United States',AFF,KAFF,
b'Jaffrey',b'United States',AFN,KAFN,
b'Afton',b'United States',AFO,KAFO,
b'Fort Worth',b'United States',AFW,KAFW,
b'Pittsburgh',b'United States',AGC,KAGC,
b'Magnolia',b'United States',AGO,KAGO,
b'Augusta',b'United States',AGS,KAGS,
b'Herlong',b'United States',AHC,KAHC,
b'Amery',b'United States',AHH,KAHH,
b'Athens',b'United States',AHN,KAHN,
b'Alliance',b'United States',AIA,KAIA,
b'Anderson',b'United States',AID,KAID,
b'Aiken',b'United States',AIK,KAIK,
b'Atlantic',b'United States',AIO,KAIO,
b'Aliceville',b'United States',AIV,KAIV,
b'Atlantic City',b'United States',AIY,KAIY,
b'Kaiser Lake Ozark',b'United States',AIZ,KAIZ,
b'Akron',b'United States',AKO,KAKO,
b'Akron',b'United States',AKC,KAKR,
b'Albany',b'United States',ALB,KALB,
b'Alice',b'United States',ALI,KALI,
b'Alamogordo',b'United States',ALM,KALM,
b'Alton/St Louis',b'United States',ALN,KALN,
b'Waterloo',b'United States',ALO,KALO,
b'Alamosa',b'United States',ALS,KALS,
b'Walla Walla',b'United States',ALW,KALW,
b'Alexander City',b'United States',ALX,ADDE,
b'Amarillo',b'United States',AMA,KAMA,
b'Alma',b'United States',AMN,KAMN,
b'Ames',b'United States',AMW,KAMW,
b'Anniston',b'United States',ANB,KANB,
b'Anderson',b'United States',AND,KAND,
b'Annapolis',b'United States',ANP,KANP,
b'Angola',b'United States',ANQ,KANQ,
b'Ainsworth',b'United States',ANW,KANW,
b'Anthony',b'United States',ANY,KANY,
b'Lima',b'United States',AOH,KAOH,
b'Altoona',b'United States',AOO,KAOO,
b'Denver',b'United States',APA,KAPA,
b'Napa',b'United States',APC,KAPC,
b'Naples',b'United States',APF,KAPF,
b'Aberdeen Proving Grounds(Aberdeen)',b'United States',APG,KAPG,
b'Fort A. P. Hill',b'United States',APH,KAPH,
b'Alpena',b'United States',APN,KAPN,
b'Jasper',b'United States',APT,KAPT,
b'Apple Valley',b'United States',APV,KAPV,
b'New Iberia',b'United States',ARA,KARA,
b'Ann Arbor',b'United States',ARB,KARB,
b'Walnut Ridge',b'United States',ARG,KARG,
b'Chicago/Aurora',b'United States',AUZ,KARR,
b'Watertown',b'United States',ART,KART,
b'Minocqua-Woodruff',b'United States',ARV,KARV,
b'Aspen',b'United States',ASE,KASE,
b'Nashua',b'United States',ASH,KASH,
b'Marshall',b'United States',ASL,KASL,
b'Talladega',b'United States',ASN,KASN,
b'Astoria',b'United States',AST,KAST,
b'Ashland',b'United States',ASX,KASX,
b'Ashley',b'United States',ASY,KASY,
b'Atlanta',b'United States',ATL,KATL,
b'Artesia',b'United States',ATS,KATS,
b'Appleton',b'United States',ATW,KATW,
b'Watertown',b'United States',ATY,KATY,
b'Augusta',b'United States',AUG,KAUG,
b'Austin',b'United States',AUM,KAUM,
b'Auburn',b'United States',AUN,KAUN,
b'Auburn',b'United States',AUO,KAUO,
b'Austin',b'United States',AUS,KAUS,
b'Wausau',b'United States',AUW,KAUW,
b'Asheville',b'United States',AVL,KAVL,
b'Avon Park',b'United States',AVO,KAVO,
b'Wilkes-Barre/Scranton',b'United States',AVP,KAVP,
b'Tucson',b'United States',AVW,KAVQ,
b'West Memphis',b'United States',AWM,KAWM,
b'Algona',b'United States',AXG,KAXA,
b'Alexandria',b'United States',AXN,KAXN,
b'Altus',b'United States',AXS,KAXS,
b'Wapakoneta',b'United States',AXV,KAXV,
b'Angel Fire',b'United States',AXX,KAXX,
b'',b'United States',AYE,KAYE,
b'Waycross',b'United States',AYS,KAYS,
b'Kalamazoo',b'United States',AZO,KAZO,
b'Andrews',b'United States',ADR,KPHH,
b'Athens/Albany',b'United States',ATO,KUNI,
b'Atbasar',b'Kazakhstan',ATX,,
b'Avalon',b'United States',AVX,,L11
b'',b'Cyprus',AKT,LCRA,
b'Albacete',b'Spain',ABC,LEAB,
b'Alicante',b'Spain',ALC,LEAL,
b'M\xc3\xa1laga',b'Spain',AGP,LEMG,
b'Agen/La Garenne',b'France',AGF,LFBA,
b'Angoul\xc3\xaame/Brie/Champniers',b'France',ANG,LFBU,
b'Angers/Marc\xc3\xa9',b'France',ANE,LFJR,
b'Ajaccio/Napol\xc3\xa9on Bonaparte',b'France',AJA,LFKJ,
b'Auxerre/Branches',b'France',AUF,LFLA,
b'Aurillac',b'France',AUR,LFLW,
b'Avignon/Caumont',b'France',AVN,LFMV,
b'Agrinion',b'Greece',AGQ,LGAG,
b'Alexandroupolis',b'Greece',AXD,LGAL,
b'Athens',b'Greece',ATH,LGAV,
b'Karpathos Island',b'Greece',AOK,LGKP,
b'Alghero',b'Italy',AHO,LIEA,
b'Aosta',b'Italy',AOT,LIMW,
b'Aviano',b'Italy',AVB,LIPA,
b'Ancona',b'Italy',AOI,LIPY,
b'Arad',b'Romania',ARW,LRAR,
b'Ascona',b'Switzerland',ACO,LSZD,
b'Altenrhein',b'Switzerland',ACH,LSZR,
b'Ankara',b'Turkey',ANK,LTAD,
b'Adana',b'Turkey',ADA,LTAF,
b'Afyonkarahisar',b'Turkey',AFY,LTAH,
b'Antalya',b'Turkey',AYT,LTAI,
b'Kayseri',b'Turkey',ASR,LTAU,
b'\xc4\xb0zmir',b'Turkey',ADB,LTBJ,
b'Eski\xc5\x9fehir',b'Turkey',AOE,LTBY,
b'',b'Turkey',AJI,LTCO,
b'Ad\xc4\xb1yaman',b'Turkey',ADF,LTCP,
b'Samana',b'Dominican Republic',AZS,MDCY,
b'Santa Cruz del Quiche',b'Guatemala',AQB,MGQC,
b'Quezaltenango',b'Guatemala',AAZ,MGQZ,
b'Ailuk Island',b'Marshall Islands',AIM,,
b'Aur Atoll',b'Marshall Islands',AUL,,
b'Ahuas',b'Honduras',AHS,MHAH,
b'Acapulco',b'Mexico',ACA,MMAA,
b'Aguascalientes',b'Mexico',AGU,MMAS,
b'Ciudad Acu\xc3\xb1a',b'Mexico',ACN,MMCC,
b'',b'Mexico',AZP,MMJC,
b'Ciego de Avila',b'Cuba',AVI,MUCA,
b'Abreojos',b'Mexico',AJS,,
b'Apatzing\xc3\xa1n',b'Mexico',AZG,,
b'',b'Bahamas',ASD,MYAF,
b'Spring Point',b'Bahamas',AXP,MYAP,
b'Aitutaki',b'Cook Islands',AIT,NCAI,
b'Atiu Island',b'Cook Islands',AIU,NCAT,
b'Abaiang',b'Kiribati',ABF,NGAB,
b'Abemama Atoll',b'Kiribati',AEA,NGTB,
b'Arorae Island',b'Kiribati',AIS,NGTR,
b'Buariki',b'Kiribati',AAK,NGUK,
b'Asau',b'Samoa',AAU,NSAU,
b'Apia',b'Samoa',APW,NSFA,
b'',b'French Polynesia',AAA,NTGA,
b'Apataki',b'French Polynesia',APK,NTGD,
b'',b'French Polynesia',AXR,NTGU,
b'Ahe Atoll',b'French Polynesia',AHE,NTHE,
b'',b'French Polynesia',AUQ,NTMN,
b'Anatom Island',b'Vanuatu',AUY,NVVA,
b'Aniwa',b'Vanuatu',AWD,NVVB,
b'Auckland',b'New Zealand',AKL,NZAA,
b'Manurewa',b'New Zealand',AMZ,NZAR,
b'',b'New Zealand',ASG,NZAS,
b'Alexandra',b'New Zealand',ALR,NZLX,
b'Abha',b'Saudi Arabia',AHB,OEAB,
b'',b'Saudi Arabia',ABT,OEBA,
b'Qaisumah',b'Saudi Arabia',AQI,OEPA,
b'Al-Jawf',b'Saudi Arabia',AJF,OESK,
b'Abadan',b'Iran',ABD,OIAA,
b'Ahwaz',b'Iran',AWZ,OIAW,
b'Ardabil',b'Iran',ADU,OITL,
b'Yazd',b'Iran',AZD,OIYY,
b'',b'Iran',ACZ,OIZB,
b'Amman',b'Jordan',AMM,OJAI,
b'Amman',b'Jordan',ADJ,OJAM,
b'Aqaba',b'Jordan',AQJ,OJAQ,
b'Abu Dhabi',b'United Arab Emirates',AUH,OMAA,
b'',b'United Arab Emirates',AZI,OMAD,
b'Al Ain',b'United Arab Emirates',AAN,OMAL,
b'Abbottabad',b'Pakistan',AAW,OPAB,
b'Aleppo',b'Syria',ALP,OSAP,
b'Aden',b'Yemen',ADE,OYAA,
b'',b'Yemen',AXK,OYAT,
b'',b'Yemen',AAY,OYGD,
b'Achutupo',b'Panama',ACU,,
b'Alligandi',b'Panama',AIL,,
b'Puerto Armuelles',b'Panama',AML,,
b'Atka',b'United States',AKB,PAAK,
b'Attu',b'United States',ATU,PAAT,
b'Adak Island',b'United States',ADK,PADK,
b'Kodiak',b'United States',ADQ,PADQ,
b'Ambler',b'United States',ABL,PAFM,
b'Angoon',b'United States',AGN,PAGN,
b'Akhiok',b'United States',AKK,PAKH,
b'King Salmon',b'United States',AKN,PAKN,
b'Anaktuvuk Pass',b'United States',AKP,PAKP,
b'Anchorage',b'United States',ANC,PANC,
b'Aniak',b'United States',ANI,PANI,
b'Annette',b'United States',ANN,PANT,
b'Anvik',b'United States',ANV,PANV,
b'Arctic Village',b'United States',ARC,PARC,
b'Atqasuk',b'United States',ATK,PATQ,
b'Alakanuk',b'United States',AUK,PAUK,
b'Wainwright',b'United States',AIN,PAWI,
b'Akiak',b'United States',AKI,PFAK,
b'Allakaket',b'United States',AET,PFAL,
b'Anguganak',b'Papua New Guinea',AKG,,
b'Wake Island',b'United States Minor Outlying Islands',AWK,PWAK,
b'Asahikawa / Hokkaid\xc5\x8d',b'Japan',AKJ,RJEC,
b'Amami',b'Japan',ASJ,RJKA,
b'Aomori',b'Japan',AOJ,RJSA,
b'Akita',b'Japan',AXT,RJSK,
b'Aguni',b'Japan',AGJ,RORA,
b'Surallah',b'Philippines',AAV,RPMA,
b'Buenos Aires',b'Argentina',AEP,SABE,
b'Zapala',b'Argentina',APZ,SAHZ,
b'San Rafael',b'Argentina',AFA,SAMR,
b'Paso de los Libres',b'Argentina',AOL,SARL,
b'Alto Rio Senguerr',b'Argentina',ARR,SAVR,
b'Araraquara',b'Brazil',AQA,SBAQ,
b'Aracaju',b'Brazil',AJU,SBAR,
b'Alta Floresta',b'Brazil',AFL,SBAT,
b'Ara\xc3\xa7atuba',b'Brazil',ARU,SBAU,
b'Arax\xc3\xa1',b'Brazil',AAX,SBAX,
b'Altamira',b'Brazil',ATM,SBHT,
b'Arica',b'Chile',ARI,SCAR,
b'Antofagasta',b'Chile',ANF,SCFA,
b'Ambato',b'Ecuador',ATF,SEAM,
b'Asunci\xc3\xb3n',b'Paraguay',ASU,SGAS,
b'Ayolas',b'Paraguay',AYO,SGAY,
b'Ciudad del Este',b'Paraguay',AGT,SGES,
b'Arica',b'Colombia',ACM,,
b'Arboletes',b'Colombia',ARO,,
b'Yari',b'Colombia',AYI,,
b'Aguaclara',b'Colombia',ACL,,
b'Ayacucho',b'Colombia',AYC,,
b'Ayapel',b'Colombia',AYA,,
b'Zapatoca',b'Colombia',AZT,,
b'Acaricuara',b'Colombia',ARF,,
b'Araracuara',b'Colombia',ACR,SKAC,
b'Acand\xc3\xad',b'Colombia',ACD,SKAD,
b'Amalfi',b'Colombia',AFI,SKAM,
b'Andes',b'Colombia',ADN,SKAN,
b'Apiay',b'Colombia',API,SKAP,
b'Armenia',b'Colombia',AXM,SKAR,
b'San Andr\xc3\xa9s',b'Colombia',ADZ,SKSP,
b'Arauca',b'Colombia',AUC,SKUC,
b'San Vicente Del Cagu\xc3\xa1n',b'Colombia',AYG,SKYA,
b'Apolo',b'Bolivia',APB,SLAP,
b'Ascensi\xc3\xb3n de Guarayos',b'Bolivia',ASC,SLAS,
b'Albina',b'Suriname',ABN,SMBN,
b'Wageningen',b'Suriname',AGI,SMWA,
b'Alto Parna\xc3\xadba',b'Brazil',APY,SNAI,
b'Arapiraca',b'Brazil',APQ,SNAL,
b'Almenara',b'Brazil',AMJ,SNAR,
b'Assis',b'Brazil',AIF,SBAS,
b'San Juan Aposento',b'Per\xc3\xba',APE,SPAO,
b'Fortaleza',b'Per\xc3\xba',ALD,SPAR,
b'Atalaya',b'Per\xc3\xba',ATG,SPAY,
b'Ayacucho',b'Per\xc3\xba',AYP,SPHO,
b'Andahuaylas',b'Per\xc3\xba',ANS,SPHY,
b'Anta',b'Per\xc3\xba',ATA,SPHZ,
b'Arequipa',b'Per\xc3\xba',AQP,SPQU,
b'Awaradam',b'Suriname',AAJ,SMCA,
b'Apucarana',b'Brazil',APU,SSAP,
b'Alegrete',b'Brazil',ALQ,SSLT,
b'Arapongas',b'Brazil',APX,SSOG,
b'Xanxer\xc3\xaa',b'Brazil',AXE,SSXX,
b'Arapoti',b'Brazil',AAG,SSYA,
b'Artigas',b'Uruguay',ATI,SUAG,
b'Acarigua',b'Venezuela',AGV,SVAC,
b'Anaco',b'Venezuela',AAO,SVAN,
b'Aragar\xc3\xa7as',b'Brazil',ARS,SWEC,
b'Aragua\xc3\xadna',b'Brazil',AUX,SWGN,
b'Ariquemes',b'Brazil',AQM,SWNI,
b'An\xc3\xa1polis',b'Brazil',APS,SWNS,
b'Arraias',b'Brazil',AAI,SWRA,
b'Aripuan\xc3\xa3',b'Brazil',AIR,SWRP,
b'Aishalton',b'Guyana',AHL,SYAH,
b'St. George',b'Antigua and Barbuda',ANU,TAPA,
b'Arecibo',b'Puerto Rico',ARE,TJAB,
b'Oranjestad',b'Aruba',AUA,TNCA,
b'The Valley',b'Anguilla',AXA,TQPF,
b'Almaty',b'Kazakhstan',ALA,UAAA,
b'Aktyuinsk',b'Kazakhstan',AKX,UATT,
b'Arkalyk',b'Kazakhstan',AYK,UAUR,
b'Aldan',b'Russia',ADH,UEEA,
b'Archangelsk',b'Russia',ARH,ULAA,
b'Amderma',b'Russia',AMV,ULDD,
b'Abakan',b'Russia',ABA,UNAA,
b'Achinsk',b'Russia',ACS,UNKS,
b'Anapa',b'Russia',AAQ,URKA,
b'Sochi',b'Russia',AER,URSS,
b'Astrakhan',b'Russia',ASF,URWA,
b'Ashgabat',b'Turkmenistan',ASB,UTAA,
b'Andizhan',b'Uzbekistan',AZN,UTKA,
b'Ahmedabad',b'India',AMD,VAAH,
b'',b'India',AKD,VAAK,
b'Aizawl',b'India',AJL,VELP,
b'',b'India',AGR,VIAG,
b'Amritsar',b'India',ATQ,VIAR,
b'Attopeu',b'Laos',AOU,VLAP,
b'',b'India',AGX,VOAT,
b'Sittwe',b'Burma',AKY,VYSW,
b'Mataram-Lombok Island',b'Indonesia',AMI,WADA,
b'Arso-Papua Island',b'Indonesia',ARJ,WAJA,
b'Amahai-Seram Island',b'Indonesia',AHI,WAPA,
b'Ambon',b'Indonesia',AMQ,WAPP,
b'Alor Island',b'Indonesia',ARD,WATM,
b'Padang Sidempuan-Sumatra Island',b'Indonesia',AEG,WIME,
b'Alor Satar',b'Malaysia',AOR,WMKA,
b'Atauro',b'Timor-Leste',AUT,WPAT,
b'Atambua-Timor Island',b'Indonesia',ABU,WRKA,
b'Albany',b'Australia',ALH,YABA,
b'',b'Australia',ABG,YABI,
b'',b'Australia',AWN,YADS,
b'',b'Australia',AUD,YAGD,
b'',b'Australia',AXL,YALX,
b'',b'Australia',AXC,YAMC,
b'Andamooka',b'Australia',ADO,YAMK,
b'',b'Australia',AMX,YAMM,
b'',b'Australia',AMT,YAMT,
b'',b'Australia',AYL,YANL,
b'',b'Australia',ABH,YAPH,
b'',b'Australia',ARY,YARA,
b'Armidale',b'Australia',ARM,YARM,
b'',b'Australia',AAB,YARY,
b'',b'Australia',AUU,YAUR,
b'',b'Australia',AWP,YAUS,
b'',b'Australia',AVG,YAUV,
b'Ayers Rock',b'Australia',AYQ,YAYE,
b'',b'Australia',AYR,YAYR,
b'',b'Australia',ABM,YBAM,
b'Alice Springs',b'Australia',ASP,YBAS,
b'Melbourne',b'Australia',AVV,YMAV,
b'Albury',b'Australia',ABX,YMAY,
b'Adelaide',b'Australia',ADL,YPAD,
b'Anyang',b'China',AYN,ZHAY,
b'Ankang',b'China',AKA,ZLAK,
b'Arvaikheer',b'Mongolia',AVK,ZMAH,
b'Anqing',b'China',AQG,ZSAQ,
b'Aksu',b'China',AKU,ZWAK,
b'Anshan',b'China',AOG,ZYAS,
b'Amchitka Island',b'United States',AHT,,
b'Amityville',b'United States',AYZ,,
b'Houston',b'United States',AAP,KAAP,
b'Bourg',b'France',AHZ,LFHU,
b'Albenga',b'Italy',ALL,LIMG,
b'Awaba',b'Papua New Guinea',ABW,,
b'Aboisso',"b""C\xc3\xb4te d'Ivoire""",ABO,,
b'Abou Deia',b'Chad',AOD,,
b'Ad-Dabbah',b'Sudan',AAD,,
b'Ai-ais',b'Namibia',AIW,,
"b'Airok, Ailinglaplap'",b'Marshall Islands',AIC,,
b'Aleneva',b'United States',AED,,
b'Alexandria Bay',b'United States',AXB,,
b'Aljouf',b'Yemen',AJO,,
b'Alpine',b'United States',ALE,,
b'Amboin',b'Papua New Guinea',AMG,,
b'Ampara',b'Sri Lanka',ADP,,
"b'Anaheim, CA'",b'United States',ANA,,
b'Angus Downs',b'Australia',ANZ,,
b'Anita Bay',b'United States',AIB,,
b'Argyle Downs',b'Australia',AGY,,
b'Arno',b'Marshall Islands',AMR,,
b'Aroa',b'Papua New Guinea',AOA,,
b'Arona',b'Papua New Guinea',AON,,
b'Asela',b'Ethiopia',ALK,,
b'Avoriaz',b'France',AVF,,
b'Awar',b'Papua New Guinea',AWR,,
b'Awareh',b'Ethiopia',AWH,,
b'Itauba',b'Brazil',AUB,,
b'Saqani',b'Fiji',AQS,,
b'St Anton',b'Austria',ANT,,
b'',b'South Sudan',AEE,,
b'Algeciras',b'Spain',AEI,LEAG,
b'Ampara',b'Sri Lanka',AFK,,
b'Auki',b'Solomon Islands',AKS,AGGA,
b'Pottuvil',b'Sri Lanka',AYY,,
b'Baise',b'China',AEB,ZGBS,
"b""N'zeto""",b'Angola',ARZ,FNZE,
b'Phoenix',b'United States',AZA,KIWA,
b'Ashland',b'United States',AHM,,KS03
"b""Arthur's Town""",b'Bahamas',ATC,MYCA,
b'',b'Saudi Arabia',AKH,OEPS,
"b'Aghajari,'",b'Iran',AKW,OIAG,
b'',b'Iran',AEU,OIBA,
b'Asaloyeh',b'Iran',AOY,OIBI,
b'Araak',b'Iran',AJK,OIHR,
b'Sabzevar',b'Iran',AFZ,OIMS,
b'Maragheh',b'Iran',ACP,OITM,
b'Adam',b'Oman',AOM,,
b'Andoas',b'Per\xc3\xba',AOP,SPAS,
b'Sapezal',b'Brazil',AZL,SWTU,
b'Zarafshan',b'Uzbekistan',AFS,UTSN,
b'Anuradhapura',b'Sri Lanka',ACJ,VCCA,
b'Brisbane',b'Australia',ACF,YBAF,
b'Anshun',b'China',AVA,ZUAS,
b'Xingyi',b'China',ACX,ZUYI,
b'Aba',b'China',AHJ,,
b'Blakely Island',b'United States',BYW,,38WA
b'Bradford',b'United States',BDF,,3IS8
b'Blaine',b'United States',BWS,,4W6
b'Belle Chasse',b'United States',BCS,,65LA
b'Blackwell',b'United States',BWL,,6OK6
b'Anua',b'Solomon Islands',BNY,AGGB,
b'Ballalae',b'Solomon Islands',BAS,AGGE,
b'Egegik',b'United States',BSZ,,AK96
b'Boswell Bay',b'United States',BSW,,AK97
b'Bickerton Island',b'Australia',BCZ,,
b'Bolwarra',b'Australia',BCK,,
b'Bloomfield',b'Australia',BFC,,
b'Batavia Downs',b'Australia',BVW,,
b'Baniyala',b'Australia',BYX,,
b'Buka Island',b'Papua New Guinea',BUA,AYBK,
b'Unea Island',b'Papua New Guinea',BAJ,,
b'Crestone',b'United States',BCJ,,
b'Bambu',b'Papua New Guinea',BCP,,
b'Benguera Island',b'Mozambique',BCW,,
b'',b'Papua New Guinea',BDZ,AYBG,
b'Bah\xc3\xada de los \xc3\x81ngeles',b'Mexico',BHL,,
b'',b'Australia',BHT,,
b'Bildudalur',b'Iceland',BIU,BIBD,
b'Borgarfj\xc3\xb6r\xc3\xb0ur eystri',b'Iceland',BGJ,BIBF,
b'Bakkafj\xc3\xb6r\xc3\xb0ur',b'Iceland',BJD,BIBK,
b'Bl\xc3\xb6ndu\xc3\xb3s',b'Iceland',BLO,BIBL,
b'Brei\xc3\xb0dalsv\xc3\xadk',b'Iceland',BXV,BIBV,
b'',b'Papua New Guinea',BIZ,,
b'',b'Mexico',BLM,,
b'Waimanalo',b'United States',BLW,,
